"Majority protein IDs"	"Protein names"	"Gene names"	"Intensity q2_tcell_notact_004"	"Intensity q2_tcell_notact_007"	"Intensity q2_tcell_notact_008"	"Intensity q2_tcell_notact_009"	"Intensity q2_tcell_notact_010"	"Intensity q2_tcell_notact_011"	"Intensity q2_tcell_notact_014"	"Intensity q3_tcell_act12h_018"	"Intensity q3_tcell_act12h_019"	"Intensity q3_tcell_act12h_020"	"Intensity q3_tcell_act24h_023"	"Intensity q3_tcell_act48h_026"	"Intensity q3_tcell_act48h_027"	"Intensity q3_tcell_act72h_028"	"Intensity q3_tcell_act72h_029"	"Intensity q3_tcell_act72h_030"	"Intensity q3_tcell_act96h_032"	"Intensity q3_tcell_act96h_034"	Reverse	"Potential contaminant"
Q15836	"Vesicle-associated membrane protein 3"	VAMP3	25.385	24.4822	25.557	26.4428	26.3605	23.5732	25.6742	22.9048	24.6551	NA	22.896	NA	NA	NA	22.0809	NA	NA	NA		
O95183	"Vesicle-associated membrane protein 5"	VAMP5	24.2081	24.5866	24.2719	24.6734	24.2684	23.9512	24.7974	24.4992	25.4421	24.624	22.2107	NA	21.7375	24.9219	26.8997	25.0209	25.2972	NA		
P51809;P51809-3	"Vesicle-associated membrane protein 7"	VAMP7	24.8546	25.9791	24.8132	NA	26.0131	25.6267	25.3594	24.7503	25.0251	25.1562	25.6864	25.4548	25.5475	25.5915	25.0208	25.5718	25.1431	25.2746		
Q9BV40;B8ZZT4;C9JXZ5	"Vesicle-associated membrane protein 8"	VAMP8	27.9967	27.1439	27.8832	27.1617	27.1603	27.6391	28.8281	27.8789	28.1286	27.8633	28.1664	27.5018	27.8647	28.533	28.1353	27.6346	29.1579	28.9607		
Q9P0L0	"Vesicle-associated membrane protein-associated protein A"	VAPA	29.1109	29.8446	30.1386	30.1123	30.7835	30.0089	29.4259	29.5738	29.5522	29.7426	29.6837	29.6479	29.7748	29.2565	30.0325	30.1709	30.5027	30.1619		
O95292;E5RK64;O95292-2	"Vesicle-associated membrane protein-associated protein B/C"	VAPB	28.1041	27.8137	27.5502	28.6588	27.7632	27.6765	27.649	27.3424	26.9123	27.6623	27.3691	27.4784	27.7964	26.8605	27.8644	27.8488	27.954	27.0634		
I3L0N3;P46459;I3L0L3;I3L338;I3L4Q9;I3L255	"Vesicle-fusing ATPase"	NSF	30.4389	30.3516	30.0275	30.0914	29.78	29.773	30.0571	29.6066	29.8624	29.8374	29.1796	28.7831	28.9619	29.3096	29.4005	29.2894	29.5428	29.7071		
C9JNZ0;C9JRY4;Q96IW7;C9JDJ8;C9JZ27;F8WAU7;C9JR77;C9J463	"Vesicle-trafficking protein SEC22a"	SEC22A	20.666	24.2215	23.8289	21.4938	21.8721	NA	23.2182	NA	24.0931	NA	NA	NA	22.6223	23.0063	23.4598	24.2364	NA	NA		
O75396	"Vesicle-trafficking protein SEC22b"	SEC22B	29.897	28.6521	29.6715	29.6215	29.9481	29.6688	28.7428	29.1523	28.9371	29.2607	28.9799	28.9575	28.8233	29.0399	29.431	28.9975	29.1958	29.0114		
Q9Y3E0;G3V1U5;F5H6U7;F5GWD8;F5GXH6	"Vesicle transport protein GOT1B"	GOLT1B	25.0364	23.2714	21.2091	NA	23.1399	23.2703	25.017	NA	23.3746	NA	NA	25.652	24.3001	23.3272	25.9419	24.9612	24.59	23.7408		
Q12981;Q12981-1;Q12981-2;Q12981-3	"Vesicle transport protein SEC20"	BNIP1	27.0067	27.6682	26.5951	27.3353	25.9106	27.1261	27.363	27.2017	28.0969	27.054	27.9719	27.8018	27.5641	27.9618	27.7143	27.7581	27.9591	27.6216		
O95562;Q5TIH2	"Vesicle transport protein SFT2B"	SFT2D2	22.8218	23.1329	23.273	NA	NA	22.6595	NA	NA	NA	22.2737	22.7525	19.68	23.4525	23.2657	NA	23.2345	24.4473	19.205		
Q587I9	"Vesicle transport protein SFT2C"	SFT2D3	24.2009	NA	23.1749	24.044	23.7935	23.6317	23.7054	22.6864	23.3158	NA	24.1675	23.3062	23.6283	23.5308	22.6628	23.4897	24.3527	23.4947		
Q9NZ43;Q9NZ43-2;M0QYT5;G8JLK1;M0QZE0;Q9NZ43-3;F8W6G7;M0QZZ6	"Vesicle transport protein USE1"	USE1	25.7999	25.2809	24.896	24.7691	23.6079	23.066	25.0712	23.6276	24.549	23.3909	22.6109	23.3381	23.7212	NA	23.8839	24.0217	24.5825	23.2811		
Q96AJ9-1;Q96AJ9	"Vesicle transport through interaction with t-SNAREs homolog 1A"	VTI1A	24.7065	NA	NA	NA	NA	NA	25.3295	NA	NA	NA	24.251	NA	NA	NA	NA	22.0938	NA	24.0899		
Q9UEU0;Q9UEU0-2;H0YJL5;H0YJJ5;J3KMW2;G3V5I2	"Vesicle transport through interaction with t-SNAREs homolog 1B"	VTI1B	26.6407	27.0681	26.0893	24.7413	24.7439	26.3242	27.2469	26.444	25.3467	26.6823	26.8808	26.7457	26.4601	25.6841	26.196	26.1028	26.3299	26.1725		
Q12907;D6RBV2;D6RDX1;D6RIU4;D6RBH1	"Vesicular integral-membrane protein VIP36"	LMAN2	29.3226	29.3901	29.1358	29.654	28.8717	28.7659	29.5024	29.0894	29.7406	29.2269	29.6703	28.8188	29.1245	29.3542	29.109	29.0456	29.4991	29.1307		
F8W8C2;F2Z3A6;Q9HBM0;Q9HBM0-2	Vezatin	VEZT	NA	NA	NA	24.4392	22.5703	24.5523	NA	NA	NA	NA	NA	NA	NA	18.7854	20.37	20.2035	NA	NA		
Q00341;Q00341-2;H0Y394;H7C0A4;C9J5E5;C9JIZ1;H7BZC3;C9JZI8;C9JHZ8;C9JES8;C9JHS7;C9JT62;C9JK79;C9JMQ6;C9JQ82;C9JBS3;C9JEJ8;C9JKQ5;C9JHN6;C9JHS9;C9J739;H7C3D0	Vigilin	HDLBP	28.2844	27.5124	28.6867	28.3799	28.6863	28.6019	28.6253	29.1632	28.7208	28.8576	30.0065	30.3392	30.2724	30.1888	30.1666	30.1057	29.9415	29.6821		
P08670;B0YJC4;B0YJC5;Q5JVS8;H7C5W5;P41219;P41219-2;B4DIR1;K7ELP4;K7EKH9	Vimentin	VIM	35.0694	35.0645	35.5168	35.2893	35.6287	35.5865	35.2715	35.4604	35.2156	35.2773	34.8733	33.5969	33.3416	33.4989	33.4136	32.982	34.3608	33.6778		
Q2NL98;K7ERU9	"Vimentin-type intermediate filament-associated coiled-coil protein"	VMAC	NA	23.4515	NA	NA	23.5621	NA	NA	NA	NA	NA	22.8654	NA	NA	NA	NA	NA	NA	NA		
P18206-2;P18206;Q5JQ13;B4DTM7;P18206-3	Vinculin	VCL	30.5033	30.6003	30.6757	30.896	30.13	30.5808	31.3228	29.8905	29.8691	30.1211	29.1023	29.0436	28.7806	29.2272	29.323	29.0452	29.7896	29.3508		
Q9H0V9;Q9H0V9-2;F5GWW9;B4DVH1;B4DSH3;F8WB07	"VIP36-like protein"	LMAN2L	25.5264	24.0418	NA	25.9413	24.0537	23.2334	NA	22.1067	NA	NA	23.1307	NA	NA	23.1809	NA	23.9131	23.9578	23.8834		
B4DRV7;P11473;G3V1V9;F8VRJ4;F8VVY8;F8VPF8	"Vitamin D3 receptor"	VDR	NA	NA	23.3777	NA	NA	NA	21.5572	23.3637	NA	22.5743	24.0687	25.3119	24.1959	24.4593	24.1904	24.0532	23.3051	23.3492		
P02774;P02774-3;P02774-2	"Vitamin D-binding protein"	GC	30.03	29.7176	31.1036	30.3739	30.3073	30.1651	31.6107	29.9304	31.3847	29.3963	29.3508	29.2526	27.7035	26.8606	26.7469	26.8428	27.6808	27.6522		
P38435;P38435-2;F8WDU9	"Vitamin K-dependent gamma-carboxylase"	GGCX	NA	NA	NA	NA	NA	NA	NA	22.9532	NA	23.2304	NA	NA	22.3791	NA	NA	NA	NA	NA		
P04070;E7END6;B4DPQ7;H7BYX9;E7ENR9	"Vitamin K-dependent protein C;Vitamin K-dependent protein C light chain;Vitamin K-dependent protein C heavy chain;Activation peptide"	PROC	24.3767	22.8698	25.0096	25.157	NA	22.8812	25.5452	NA	24.0467	23.3926	23.9849	23.2603	22.8763	22.6486	22.8562	NA	NA	23.6525		
P07225;G5E9F8;H7BXT0;C9K0R0;CON__P07224	"Vitamin K-dependent protein S"	PROS1	29.0907	28.3451	29.9858	30.5621	29.2011	29.1317	30.1541	28.7806	29.3696	28.3579	28.5405	26.7772	26.3177	24.9929	24.8618	26.3175	24.6851	26.5935		
Q9BQB6-3;I3L3B4;F8W9H0;Q9BQB6-2;Q9BQB6;E9PLN8	"Vitamin K epoxide reductase complex subunit 1"	VKORC1	25.1929	26.0178	27.3361	27.3327	27.0308	26.3111	27.546	26.3972	26.1911	26.1529	25.4744	25.5641	NA	NA	25.024	NA	NA	NA		
Q8N0U8;E7ETM5	"Vitamin K epoxide reductase complex subunit 1-like protein 1"	VKORC1L1	24.3243	23.8591	23.7577	NA	NA	22.4728	23.1074	23.6034	23.4239	NA	23.8597	22.7562	22.7089	NA	23.3115	22.8631	NA	23.2274		
"P04004;F5GX75;CON__Intenstiy q3ZBS7;H0YJW9"	"Vitronectin;Vitronectin V65 subunit;Vitronectin V10 subunit;Somatomedin-B"	VTN	30.5568	30.4968	31.7104	31.6943	30.3839	31.3079	30.902	31.3193	32.1891	30.4687	30.5851	29.307	28.6676	28.3679	28.122	27.8327	28.5831	29.2637		
P21796;C9JI87	"Voltage-dependent anion-selective channel protein 1"	VDAC1	31.7465	31.3963	31.3853	30.7132	31.2543	31.3806	31.1994	31.0811	31.0579	30.8747	31.675	31.9372	31.9526	32.0392	31.9656	32.0955	32.0841	32.1709		
P45880;P45880-1;B4DKM5;Q5JSD2;Q5JSD1;A2A3S1	"Voltage-dependent anion-selective channel protein 2"	VDAC2	31.7885	31.6995	31.5693	31.714	31.4542	31.3904	31.2472	31.2223	31.3135	31.0104	31.24	30.8755	31.0042	31.1394	31.1438	31.0411	31.0937	31.1965		
Q9Y277;Q9Y277-2;F5H740;E5RJN6;E5RHZ6;E5RHE1;E5RFP6;E5RK27;F8W7Y3;E5RFL1	"Voltage-dependent anion-selective channel protein 3"	VDAC3	31.0439	30.8291	31.4506	30.7173	31.3946	31.1854	31.3616	31.1464	30.9339	30.8319	30.588	30.303	30.4592	31.031	30.5709	30.5028	31.1387	31.2092		
Q96D96-4;Q96D96;Q96D96-2;Q96D96-3;F8VPF7;F8W0B3;F8VS40	"Voltage-gated hydrogen channel 1"	HVCN1	24.6065	24.6801	NA	25.5345	NA	22.3883	NA	23.5464	24.0236	NA	25.7827	24.7382	25.2724	24.8002	24.0848	NA	NA	NA		
Q13303;Q13303-4;Q13303-3;Q5TG81;Q5TG84;E7ESI4;Q5TG78;K7EIR5;C9JQ60;K7EKU4;C9JBV8	"Voltage-gated potassium channel subunit beta-2"	KCNAB2	29.8969	29.9927	30.3444	29.9683	29.895	30.3142	29.7305	30.1114	29.9578	30.0844	29.2525	29.4286	28.9191	29.352	29.7665	29.9397	30.2367	30.2508		
O00534;O00534-3;O00534-2;B4DHS6;O00534-4;G3V152	"von Willebrand factor A domain-containing protein 5A"	VWA5A	27.5435	26.7603	26.9697	26.7604	27.0212	26.2963	27.3729	25.3408	24.7415	25.6819	23.775	23.5516	24.4182	24.0542	23.9717	24.3307	24.9766	23.831		
P04275	"von Willebrand factor;von Willebrand antigen 2"	VWF	24.4793	24.8067	25.183	25.087	24.392	24.0766	25.733	25.6052	26.4184	23.412	24.1067	NA	23.2659	21.8461	22.4468	23.406	22.4833	22.1668		
Q93050-1;Q93050;F5H569;Q93050-3;B7Z641;B7Z2A9;K7EM24;K7EPG4;K7ELZ6;K7EN36;F5H1T6;K7EQW2	"V-type proton ATPase 116 kDa subunit a isoform 1"	ATP6V0A1	NA	NA	NA	22.5991	23.2877	NA	23.3206	NA	NA	NA	NA	NA	23.0714	23.184	NA	22.6849	NA	NA		
Q9Y487;F5H5F3;F5H847	"V-type proton ATPase 116 kDa subunit a isoform 2"	ATP6V0A2	NA	24.0211	27.8582	23.6714	25.439	24.5611	NA	23.448	NA	24.2043	25.7126	25.6556	26.1321	24.8001	25.4392	25.2689	25.3357	26.1571		
Q13488;Q13488-2;E9PM12;E9PNA6;E9PMC5;H0YCE3;H0YEL3	"V-type proton ATPase 116 kDa subunit a isoform 3"	TCIRG1	24.3156	22.1873	NA	23.3204	24.1216	24.3083	NA	NA	NA	24.008	22.5057	22.5096	NA	23.9088	24.6538	24.3844	24.4123	25.075		
P27449;H3BR50	"V-type proton ATPase 16 kDa proteolipid subunit"	ATP6V0C	NA	25.7438	26.1051	23.959	26.4119	25.5387	NA	26.076	25.4578	25.1011	25.7978	25.1399	25.0916	25.0971	24.2909	24.5371	26.0299	25.6559		
P38606;B7Z1R5;C9JVW8;C9JA17	"V-type proton ATPase catalytic subunit A"	ATP6V1A	29.9207	29.8463	29.2435	29.893	29.9535	30.1363	29.4598	29.5928	29.2239	29.6136	29.8313	29.601	29.493	29.8119	29.9063	29.9124	30.0639	30.0979		
P21281;H0YC04;C9JL73;P15313;E5RGH6;H0YAT8;C9JZ02;C9J5E3;C9JNS9;H0YC45	"V-type proton ATPase subunit B, brain isoform"	ATP6V1B2	29.2968	29.5118	29.4656	29.5184	29.7077	29.7151	29.5127	29.4296	29.274	29.51	30.095	29.8031	29.909	29.6901	29.5734	29.7368	29.9513	29.9337		
P21283;E7EV59;Q8NEY4-2	"V-type proton ATPase subunit C 1"	ATP6V1C1	27.9636	28.2004	27.3267	27.1232	26.5315	26.41	26.952	27.6678	27.8692	27.8605	28.2249	28.4825	28.432	27.7739	27.6385	27.9102	28.2693	27.9659		
Q9Y5K8;G3V2V6;G3V559;G3V3T8;G3V341	"V-type proton ATPase subunit D"	ATP6V1D	24.1655	25.1515	26.4369	NA	26.0467	26.6109	25.8216	25.6736	25.1203	25.6703	26.018	25.8755	25.4401	25.8454	25.7686	25.908	26.1373	26.1249		
P61421;F5GYQ1;F8WEN9;J3QL14;H3BPS0;H3BQB4;H3BSG7;H3BQJ1;H3BTB4	"V-type proton ATPase subunit d 1"	ATP6V0D1	24.6113	27.4425	25.895	26.9156	24.3013	23.0836	24.9277	26.0816	24.4224	25.4031	25.6559	27.3519	26.208	26.8527	26.2998	25.8549	26.9007	27.2346		
P36543;P36543-3;C9J8H1;Q96A05	"V-type proton ATPase subunit E 1"	ATP6V1E1	28.773	27.5413	27.7504	29.129	27.5775	26.3173	27.774	27.1651	26.5582	27.4921	27.2392	27.1902	27.8684	28.0674	27.5996	28.2365	28.4551	28.031		
Q16864;Q16864-2	"V-type proton ATPase subunit F"	ATP6V1F	24.8713	25.8752	26.0607	25.8669	22.2326	NA	24.5201	25.4902	25.5925	25.5907	26.4921	25.9246	25.916	25.9074	26.0456	26.0497	26.4205	26.6355		
O75348;C9JYK3;O95670-2;F2Z307;O95670;C9JRT2	"V-type proton ATPase subunit G 1"	ATP6V1G1	28.4558	28.0651	27.3915	28.1217	27.4258	27.1603	27.7945	27.4438	27.5872	27.2228	27.2614	27.3934	27.1964	27.3336	27.1086	27.1757	27.697	27.3781		
Q9UI12-2;Q9UI12;G3V126;E5RG90;H0YB41;E5RG49;E5RHH0;E5RK31;E5RJG1;E5RFZ9	"V-type proton ATPase subunit H"	ATP6V1H	28.7657	27.8571	27.8763	28.2861	28.1054	28.2249	27.5464	27.3108	27.5095	27.7167	27.6558	27.7256	27.9035	27.7838	27.612	27.5913	27.841	27.9027		
Q15904;A6QRJ1;A6NLC6;H7C2Y8;H7C0T7;F2Z3L8	"V-type proton ATPase subunit S1"	ATP6AP1	26.7025	26.281	25.6708	25.7695	24.9702	25.6138	24.0927	25.5119	25.0374	25.4822	26.1829	25.8662	26.4056	25.4574	25.0099	25.3255	25.3318	25.7307		
Q2M389;Q2M389-2;F8W1W1;F8VYH7;F8VNZ5;F8VQX3	"WASH complex subunit 7"	KIAA1033	26.8116	25.9925	25.8864	25.71	26.8548	27.748	25.5908	25.5635	27.2341	27.1536	26.1584	26.4062	26.7767	27.0398	27.483	27.2095	27.4929	27.3313		
F5GZ97;Q9Y3C0;F5GWI9;F5GXZ7;H0YGN0;F5H0A7;F5GXZ4;F5H2P1	"WASH complex subunit CCDC53"	CCDC53	25.1272	24.6495	24.0646	23.2474	25.1303	24.8888	23.8287	23.8044	23.8928	23.3092	23.7445	24.2983	24.172	24.5553	23.2893	24.2304	24.6893	24.542		
Q641Q2;F8W7U3;Q641Q2-2;E7ESD2;Q5T1D7;F5GY39;B1AP61;A6NLG0	"WASH complex subunit FAM21A"	FAM21A	28.1778	27.335	28.1384	27.8928	28.2752	28.0705	28.3486	26.7412	27.1241	26.8635	26.5676	25.8971	26.4655	26.7292	26.8197	26.8486	27.4732	27.2208		
Q9Y4E1;Q9Y4E1-4;Q9Y4E1-6;Q9Y4E1-2;J3KP36;Q9Y4E1-3;Q9Y4E1-5;Q5SRD0	"WASH complex subunit FAM21C"	FAM21C	NA	22.5989	22.9993	NA	NA	NA	22.9597	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.1094	NA		
Q12768;E7EQI7;H0YAY2;E5RFU6	"WASH complex subunit strumpellin"	KIAA0196	27.9713	28.1621	27.7561	27.3936	28.178	28.772	27.4944	27.866	27.7075	27.6389	27.2627	27.5401	27.4974	27.9053	27.9023	27.8351	28.3966	27.9757		
Q8TF30	"WASP homolog-associated protein with actin, membranes and microtubules"	WHAMM	NA	23.6461	NA	23.7318	24.8169	24.4118	NA	24.3255	25.4806	24.1748	23.8955	23.4863	23.2671	23.1016	NA	NA	NA	23.8746		
Q9NQA3;I3L0A4	"WAS protein family homolog 6"	WASH6P	NA	NA	24.486	24.6017	NA	24.6555	23.9575	22.7285	22.624	23.1379	23.258	21.7786	22.6268	23.1708	22.9809	22.7981	23.7844	22.9575		
O43516;O43516-3;O43516-2;O43516-4;E9PB87;C9JB04;B8ZZ90;C9JTB9	"WAS/WASL-interacting protein family member 1"	WIPF1	30.3284	30.0902	30.1633	29.4292	30.0563	29.8931	29.6001	29.4083	29.398	29.3466	29.2303	28.5607	28.6024	29.5758	29.3877	29.3088	29.6276	30.4447		
Q2TAY7;B4E3L0	"WD40 repeat-containing protein SMU1"	SMU1	29.664	29.6388	29.268	29.057	29.6943	29.199	29.3429	29.4888	29.2416	28.9823	29.3656	29.4819	29.4015	29.2294	29.0272	29.254	29.0196	29.5323		
Q8N5D0-4;Q8N5D0;Q8N5D0-5;Q8N5D0-3;Q8N5D0-6;Q8N5D0-2;H0YEI6	"WD and tetratricopeptide repeats protein 1"	WDTC1	24.0197	NA	NA	24.3856	23.3378	23.5047	NA	NA	NA	NA	NA	NA	NA	22.3405	NA	NA	21.9319	23.7373		
Q8IWB7;C9JJ54	"WD repeat and FYVE domain-containing protein 1"	WDFY1	26.5	26.2204	24.9739	26.7017	25.5819	25.5015	26.8921	25.4448	25.8876	25.8737	26.2575	25.1139	25.7574	26.2431	25.4677	25.8675	26.4018	26.644		
O75717;C9JW18;F8W7P7;C9JYB3;H3BSQ1	"WD repeat and HMG-box DNA-binding protein 1"	WDHD1	23.0706	23.4817	25.5654	NA	22.6082	24.4889	24.514	26.2957	26.7867	24.5989	26.6436	29.8991	29.544	29.7684	29.7866	29.085	28.8652	29.5631		
O75083;O75083-3;D6RD66	"WD repeat-containing protein 1"	WDR1	32.7834	32.8292	33.184	32.6029	32.7962	33.0105	33.328	33.2505	33.0145	33.1073	32.7947	31.7176	31.9335	32.3945	32.439	32.4452	32.9142	32.6843		
Q9BZH6	"WD repeat-containing protein 11"	WDR11	26.5612	27.3546	27.1137	27.7358	27.9327	26.9474	26.3388	26.2215	24.3521	26.3408	27.1207	26.918	26.9242	27.7512	27.288	27.4321	27.3324	27.1394		
Q9H1Z4	"WD repeat-containing protein 13"	WDR13	NA	23.7814	NA	25.5794	22.293	23.3013	24.4122	23.5968	NA	NA	NA	22.3476	NA	NA	NA	23.0147	NA	24.174		
Q9BV38	"WD repeat-containing protein 18"	WDR18	24.9185	27.0189	27.8764	26.2518	27.7075	28.1987	28.2028	28.043	26.9725	28.018	28.4718	28.8798	28.4344	28.1932	27.0461	28.4548	26.8202	26.9091		
Q8TBZ3-4;G3V2F8;Q8TBZ3;Q8TBZ3-2;E7EUY8;B3KPG5;B3KR43;F5H8E6;F8W9S4;H0YKE8;Q8TBZ3-3;H0YNU0	"WD repeat-containing protein 20"	WDR20	NA	NA	22.2709	NA	NA	22.2133	NA	NA	NA	NA	NA	NA	24.1517	NA	24.1086	NA	NA	NA		
Q96S15-2;Q96S15	"WD repeat-containing protein 24"	WDR24	NA	24.4183	24.351	23.8718	24.8501	24.3062	25.7771	22.8525	23.7246	23.5173	NA	NA	NA	21.8617	23.5785	23.0237	23.5311	22.4482		
Q64LD2;G3V2K8;G3V367	"WD repeat-containing protein 25"	WDR25	23.9143	NA	NA	NA	NA	NA	21.2266	NA	NA	NA	NA	20.7951	NA	NA	NA	NA	NA	NA		
Q9UNX4;Q6PDA5	"WD repeat-containing protein 3"	WDR3	27.8653	27.9858	27.9846	26.982	27.8663	28.1844	26.9619	28.6587	27.917	28.3642	29.3737	29.3028	29.4051	28.9723	29.0633	29.0017	28.3289	28.6624		
Q9P2L0-2;Q9P2L0;F8WB94;B3KR94;H0Y6C0;H7BZK8	"WD repeat-containing protein 35"	WDR35	NA	NA	24.2019	23.455	23.6101	23.9015	NA	24.2671	21.397	23.2475	NA	24.4526	NA	NA	22.5876	NA	NA	23.2831		
Q8NI36;D6R922;D6RFM8	"WD repeat-containing protein 36"	WDR36	28.9718	29.3481	29.4317	29.1515	29.0159	29.2911	29.4294	29.5931	28.7313	29.4447	30.0173	29.9177	30.0076	29.7341	29.6779	29.6303	29.0688	29.3342		
Q9Y2I8;E7EQ49;C9JGR9	"WD repeat-containing protein 37"	WDR37	28.5436	28.7874	27.936	28.7081	28.2291	27.9619	29.5251	28.3011	28.8017	28.7404	27.4842	25.7362	25.5966	25.4931	25.5151	25.2775	25.8396	26.2945		
Q9HAD4;H0YAA3;B4DT55;D6RE66;D6RH33;D6R9E7;D6RB94;B4DK73;B4DHS8;D6RBY6;D6RJA5;H0Y9Z3;B4E2L4;H0YAI6;D6RA22;D6R9M1;D6RIX6	"WD repeat-containing protein 41"	WDR41	NA	NA	20.0642	NA	23.4464	NA	22.8699	22.8631	NA	NA	21.6699	22.9158	21.8984	23.2727	23.4287	NA	NA	NA		
Q15061;C9IZK7;C9JEE7;H7C2H8	"WD repeat-containing protein 43"	WDR43	28.6163	28.6057	28.9867	28.3478	28.3341	28.3398	29.0817	29.2249	28.8234	29.0589	30.0748	29.4614	29.6814	29.033	29.0157	28.9851	28.7408	28.9256		
Q5JSH3;Q5JSH3-2;H7BY83;F8W913;Q5JSH3-3	"WD repeat-containing protein 44"	WDR44	29.0737	29.6482	29.3074	29.7686	29.3718	29.1595	29.4411	28.6043	28.88	28.892	28.3435	27.3174	27.6246	27.621	27.184	27.5082	28.1545	28.3615		
O15213;H0Y6G3	"WD repeat-containing protein 46"	WDR46	27.3869	27.5078	28.0158	26.9504	28.4624	27.4421	27.1071	27.9328	27.0251	27.8902	28.5668	28.2542	28.5453	28.1318	27.801	28.184	27.1005	27.5201		
O94967-2;O94967;O94967-3;A8MX09;E9PR96;E9PKZ6;E9PN15;E9PNF6	"WD repeat-containing protein 47"	WDR47	24.0722	NA	NA	23.3581	NA	24.6285	NA	24.6204	25.2505	25.5551	25.7051	26.439	26.0923	25.4085	25.493	25.5199	25.4057	25.4607		
"Q8TAF3;Q8TAF3-3;Q8TAF3-4;Q8TAF3-5;Q8TAF3-2;C9JQ19;F8W9K4;F8W7Intenstiy q3;C9JC24;F8W7Y5;F8W6P2"	"WD repeat-containing protein 48"	WDR48	26.5098	23.7967	26.9838	25.6928	26.7524	26.6424	27.4795	26.4612	27.0841	26.6281	25.9043	27.0654	26.867	26.9853	26.7235	26.4722	27.0372	26.8989		
P61964	"WD repeat-containing protein 5"	WDR5	29.2452	29.0323	29.8465	29.0714	29.1264	29.0058	29.4946	28.5319	28.6259	28.3504	28.3638	28.1765	28.1808	27.9755	27.8485	28.0305	28.1061	28.1191		
Q9H977;B9A049;C9J016	"WD repeat-containing protein 54"	WDR54	NA	22.908	26.6935	25.9391	24.918	25.458	NA	23.2085	NA	23.3534	23.2515	23.714	24.1674	25.8877	26.159	25.8424	24.0101	24.3143		
Q9H6Y2;G3V1J0;Q9H6Y2-2;D6RGJ8	"WD repeat-containing protein 55"	WDR55	24.568	24.0566	25.8068	NA	26.0409	26.418	NA	24.2532	24.2592	25.0368	26.1338	25.5043	26.1499	26.4377	26.6395	26.4414	25.5993	26.1589		
Q6PJI9;Q6PJI9-3;Q6PJI9-2;Q6PJI9-4;H3BMH3;H3BNY4;H3BR95;H3BUE9;H3BV71	"WD repeat-containing protein 59"	WDR59	24.8871	24.0458	25.0203	24.7887	25.3982	25.8087	24.296	25.1253	25.8378	25.177	24.0725	23.2761	24.6367	25.0062	25.9941	24.665	24.8841	26.0321		
Q9NNW5;E9PDU5;E9PBK6;C9K020;C9JFP6;E5RFX3;F1LLU9;F8WE36	"WD repeat-containing protein 6"	WDR6	22.2782	22.8699	23.6225	23.903	26.8184	26.1503	24.5666	25.9804	24.1744	24.7768	26.1141	26.76	27.1685	27.0737	26.5772	26.7969	27.0134	26.44		
Q9GZS3;H0YN81;H0YMF9;H0YL19;H3BQA8;H0YM76;H0YLA1	"WD repeat-containing protein 61"	WDR61	28.7844	28.9258	28.9992	28.9102	28.8711	28.7206	29.175	27.8289	28.0678	27.7804	27.9907	28.2062	27.923	28.2699	28.513	28.4585	27.8963	28.3699		
O43379;O43379-4;O43379-2;O43379-3;H7C3R4	"WD repeat-containing protein 62"	WDR62	NA	24.8693	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.5317	22.6321	24.151	23.2218	23.0061	24.2646	23.922		
Q96DN5-3;Q96DN5-2;Q96DN5;E7ERK7;E7EWW7;E5RI94;E7ESI5;E5RFG6;H0YCY3;E5RG45;F5GYF1;E5RHC6;E5RI27;H0YCP2	"WD repeat-containing protein 67"	WDR67	25.3686	23.3663	23.202	23.454	24.7183	NA	23.9815	21.6757	26.1768	25.058	24.3316	26.1415	25.6497	23.9044	23.9882	23.6394	23.8123	26.3365		
Q9Y4E6-2;Q9Y4E6;K7EMB8;K7ES51;K7ERP9;K7EPQ4;K7ELZ4;K7EQ29;K7EMF3	"WD repeat-containing protein 7"	WDR7	26.554	26.5891	26.3505	24.9535	28.1543	26.4404	26.0518	24.0683	26.0425	25.9888	25.5098	24.8218	24.7991	25.5043	24.7393	25.8418	25.4568	25.57		
Q9NW82;D6RIW8	"WD repeat-containing protein 70"	WDR70	25.1442	26.0718	26.2058	27.3984	26.4195	26.1871	26.182	27.4852	26.4214	26.1974	27.1375	26.1605	26.3459	26.6036	26.5706	26.2439	26.797	26.4484		
Q6P4I2;H0YMT3;H0YLH0;H0YMX2	"WD repeat-containing protein 73"	WDR73	NA	NA	23.5419	NA	NA	NA	NA	23.9895	NA	NA	23.6594	24.4802	24.6618	22.8587	22.4865	NA	22.1902	21.9903		
Q6RFH5;Q6RFH5-2;E9PS41;H0YGM6;F5GYL6;H0YFP2;F5H0Q8	"WD repeat-containing protein 74"	WDR74	27.103	27.5686	28.0035	27.5856	27.3437	27.4611	27.6042	28.2131	27.8955	27.8188	29.115	27.9932	28.8243	27.7724	27.142	27.2211	27.4358	27.0284		
Q8IWA0;F8WE20;F8WC81	"WD repeat-containing protein 75"	WDR75	27.3265	27.5084	27.7083	27.2393	27.419	27.2243	27.8526	28.3601	28.3986	27.9781	29.0539	28.9189	29.0433	28.8348	28.7446	28.9966	28.2153	28.3878		
