probe,source
cg02915290,zhou2017_mask
cg02915530,zhou2017_mask
cg02915544,zhou2017_mask
cg02916425,zhou2017_mask
cg02917040,zhou2017_mask
cg02919213,zhou2017_mask
cg02919982,zhou2017_mask
cg02920701,zhou2017_mask
cg02921294,zhou2017_mask
cg02922488,zhou2017_mask
cg02924234,zhou2017_mask
cg02925427,zhou2017_mask
cg02925904,zhou2017_mask
cg02926347,zhou2017_mask
cg02927485,zhou2017_mask
cg02930328,zhou2017_mask
cg02930356,zhou2017_mask
cg02931644,zhou2017_mask
cg02931656,zhou2017_mask
cg02932738,zhou2017_mask
cg02934226,zhou2017_mask
cg02934509,zhou2017_mask
cg02934633,zhou2017_mask
cg02934736,zhou2017_mask
cg02935743,zhou2017_mask
cg02936553,zhou2017_mask
cg02937080,zhou2017_mask
cg02937548,zhou2017_mask
cg02941596,zhou2017_mask
cg02941728,zhou2017_mask
cg02941859,zhou2017_mask
cg02941923,zhou2017_mask
cg02942413,zhou2017_mask
cg02942649,zhou2017_mask
cg02944061,zhou2017_mask
cg02944437,zhou2017_mask
cg02944646,zhou2017_mask
cg02944761,zhou2017_mask
cg02946290,zhou2017_mask
cg02947374,zhou2017_mask
cg02947784,zhou2017_mask
cg02948019,zhou2017_mask
cg02948812,zhou2017_mask
cg02950168,zhou2017_mask
cg02951476,zhou2017_mask
cg02951766,zhou2017_mask
cg02952317,zhou2017_mask
cg02952548,zhou2017_mask
cg02952554,zhou2017_mask
cg02952681,zhou2017_mask
cg02952740,zhou2017_mask
cg02953039,zhou2017_mask
cg02953381,zhou2017_mask
cg02953960,zhou2017_mask
cg02953976,zhou2017_mask
cg02954563,zhou2017_mask
cg02954835,zhou2017_mask
cg02956110,zhou2017_mask
cg02956522,zhou2017_mask
cg02957469,zhou2017_mask
cg02960716,zhou2017_mask
cg02960904,zhou2017_mask
cg02960948,zhou2017_mask
cg02961004,zhou2017_mask
cg02962095,zhou2017_mask
cg02963198,zhou2017_mask
cg02963381,zhou2017_mask
cg02965304,zhou2017_mask
cg02966102,zhou2017_mask
cg02968179,zhou2017_mask
cg02969084,zhou2017_mask
cg02969408,zhou2017_mask
cg02969923,zhou2017_mask
cg02970297,zhou2017_mask
cg02972098,zhou2017_mask
cg02973441,zhou2017_mask
cg02974484,zhou2017_mask
cg02974968,zhou2017_mask
cg02975069,zhou2017_mask
cg02975081,zhou2017_mask
cg02977200,zhou2017_mask
cg02977466,zhou2017_mask
cg02977559,zhou2017_mask
cg02977684,zhou2017_mask
cg02980566,zhou2017_mask
cg02981071,zhou2017_mask
cg02981094,zhou2017_mask
cg02981978,zhou2017_mask
cg02982132,zhou2017_mask
cg02982614,zhou2017_mask
cg02984164,zhou2017_mask
cg02984449,zhou2017_mask
cg02985366,zhou2017_mask
cg02986806,zhou2017_mask
cg02987772,zhou2017_mask
cg02987832,zhou2017_mask
cg02988422,zhou2017_mask
cg02988513,zhou2017_mask
cg02989230,zhou2017_mask
cg02989510,zhou2017_mask
cg02989693,zhou2017_mask
cg02989939,zhou2017_mask
cg02990147,zhou2017_mask
cg02993013,zhou2017_mask
cg02994009,zhou2017_mask
cg02994900,zhou2017_mask
cg02996355,zhou2017_mask
cg02997605,zhou2017_mask
cg02998155,zhou2017_mask
cg02998333,zhou2017_mask
cg03002267,zhou2017_mask
cg03002774,zhou2017_mask
cg03003155,zhou2017_mask
cg03003467,zhou2017_mask
cg03004222,zhou2017_mask
cg03005310,zhou2017_mask
cg03006175,zhou2017_mask
cg03006531,zhou2017_mask
cg03007511,zhou2017_mask
cg03009864,zhou2017_mask
cg03012091,zhou2017_mask
cg03012854,zhou2017_mask
cg03012986,zhou2017_mask
cg03013488,zhou2017_mask
cg03014011,zhou2017_mask
cg03016975,zhou2017_mask
cg03016985,zhou2017_mask
cg03017475,zhou2017_mask
cg03017953,zhou2017_mask
cg03019046,zhou2017_mask
cg03019812,zhou2017_mask
cg03021829,zhou2017_mask
cg03024693,zhou2017_mask
cg03025115,zhou2017_mask
cg03025463,zhou2017_mask
cg03025466,zhou2017_mask
cg03028031,zhou2017_mask
cg03028685,zhou2017_mask
cg03030433,zhou2017_mask
cg03031032,zhou2017_mask
cg03032015,zhou2017_mask
cg03034103,zhou2017_mask
cg03034668,zhou2017_mask
cg03035628,zhou2017_mask
cg03039326,zhou2017_mask
cg03040165,zhou2017_mask
cg03040964,zhou2017_mask
cg03041498,zhou2017_mask
cg03041700,zhou2017_mask
cg03042396,zhou2017_mask
cg03043044,zhou2017_mask
cg03044435,zhou2017_mask
cg03046466,zhou2017_mask
cg03047171,zhou2017_mask
cg03047205,zhou2017_mask
cg03047278,zhou2017_mask
cg03048064,zhou2017_mask
cg03048921,zhou2017_mask
cg03049125,zhou2017_mask
cg03053581,zhou2017_mask
cg03053597,zhou2017_mask
cg03054424,zhou2017_mask
cg03054831,zhou2017_mask
cg03055837,zhou2017_mask
cg03057951,zhou2017_mask
cg03058578,zhou2017_mask
cg03059234,zhou2017_mask
cg03059287,zhou2017_mask
cg03059656,zhou2017_mask
cg03060175,zhou2017_mask
cg03060603,zhou2017_mask
cg03060963,zhou2017_mask
cg03062329,zhou2017_mask
cg03062544,zhou2017_mask
cg03062549,zhou2017_mask
cg03063166,zhou2017_mask
cg03064488,zhou2017_mask
cg03065507,zhou2017_mask
cg03065838,zhou2017_mask
cg03065899,zhou2017_mask
cg03066550,zhou2017_mask
cg03067190,zhou2017_mask
cg03067192,zhou2017_mask
cg03067828,zhou2017_mask
cg03067869,zhou2017_mask
cg03068646,zhou2017_mask
cg03068958,zhou2017_mask
cg03069067,zhou2017_mask
cg03070364,zhou2017_mask
cg03071134,zhou2017_mask
cg03071500,zhou2017_mask
cg03071553,zhou2017_mask
cg03072998,zhou2017_mask
cg03075050,zhou2017_mask
cg03075244,zhou2017_mask
cg03078062,zhou2017_mask
cg03079698,zhou2017_mask
cg03079841,zhou2017_mask
cg03080393,zhou2017_mask
cg03081359,zhou2017_mask
cg03081371,zhou2017_mask
cg03082114,zhou2017_mask
cg03082821,zhou2017_mask
cg03086781,zhou2017_mask
cg03086899,zhou2017_mask
cg03087622,zhou2017_mask
cg03089870,zhou2017_mask
cg03090980,zhou2017_mask
cg03091367,zhou2017_mask
cg03091776,zhou2017_mask
cg03093949,zhou2017_mask
cg03094955,zhou2017_mask
cg03095255,zhou2017_mask
cg03095797,zhou2017_mask
cg03096270,zhou2017_mask
cg03096286,zhou2017_mask
cg03097169,zhou2017_mask
cg03099683,zhou2017_mask
cg03099849,zhou2017_mask
cg03104055,zhou2017_mask
cg03105681,zhou2017_mask
cg03110509,zhou2017_mask
cg03111039,zhou2017_mask
cg03111427,zhou2017_mask
cg03113231,zhou2017_mask
cg03114668,zhou2017_mask
cg03116250,zhou2017_mask
cg03116329,zhou2017_mask
cg03116676,zhou2017_mask
cg03116860,zhou2017_mask
cg03116939,zhou2017_mask
cg03117395,zhou2017_mask
cg03117900,zhou2017_mask
cg03118200,zhou2017_mask
cg03119126,zhou2017_mask
cg03119450,zhou2017_mask
cg03119454,zhou2017_mask
cg03121337,zhou2017_mask
cg03122455,zhou2017_mask
cg03123557,zhou2017_mask
cg03126574,zhou2017_mask
cg03126708,zhou2017_mask
cg03126713,zhou2017_mask
cg03126791,zhou2017_mask
cg03129931,zhou2017_mask
cg03130891,zhou2017_mask
cg03130936,zhou2017_mask
cg03131155,zhou2017_mask
cg03131159,zhou2017_mask
cg03132202,zhou2017_mask
cg03133103,zhou2017_mask
cg03133777,zhou2017_mask
cg03133799,zhou2017_mask
cg03134235,zhou2017_mask
cg03136863,zhou2017_mask
cg03137153,zhou2017_mask
cg03137177,zhou2017_mask
cg03137642,zhou2017_mask
cg03137908,zhou2017_mask
cg03139623,zhou2017_mask
cg03139693,zhou2017_mask
cg03141895,zhou2017_mask
cg03141971,zhou2017_mask
cg03142364,zhou2017_mask
cg03142393,zhou2017_mask
cg03143168,zhou2017_mask
cg03144560,zhou2017_mask
cg03144715,zhou2017_mask
cg03145290,zhou2017_mask
cg03145599,zhou2017_mask
cg03145713,zhou2017_mask
cg03146332,zhou2017_mask
cg03146951,zhou2017_mask
cg03147680,zhou2017_mask
cg03147815,zhou2017_mask
cg03148140,zhou2017_mask
cg03149311,zhou2017_mask
cg03149560,zhou2017_mask
cg03150378,zhou2017_mask
cg03150846,zhou2017_mask
cg03153172,zhou2017_mask
cg03154077,zhou2017_mask
cg03155147,zhou2017_mask
cg03155455,zhou2017_mask
cg03156893,zhou2017_mask
cg03157284,zhou2017_mask
cg03157588,zhou2017_mask
cg03157633,zhou2017_mask
cg03157795,zhou2017_mask
cg03157891,zhou2017_mask
cg03158218,zhou2017_mask
cg03158561,zhou2017_mask
cg03160057,zhou2017_mask
cg03160378,zhou2017_mask
cg03164309,zhou2017_mask
cg03164626,zhou2017_mask
cg03165002,zhou2017_mask
cg03165203,zhou2017_mask
cg03167415,zhou2017_mask
cg03167648,zhou2017_mask
cg03169647,zhou2017_mask
cg03169843,zhou2017_mask
cg03170665,zhou2017_mask
cg03171065,zhou2017_mask
cg03171651,zhou2017_mask
cg03172837,zhou2017_mask
cg03173713,zhou2017_mask
cg03175854,zhou2017_mask
cg03176305,zhou2017_mask
cg03176543,zhou2017_mask
cg03177444,zhou2017_mask
cg03179043,zhou2017_mask
cg03179419,zhou2017_mask
cg03179726,zhou2017_mask
cg03180042,zhou2017_mask
cg03181118,zhou2017_mask
cg03181314,zhou2017_mask
cg03181373,zhou2017_mask
cg03182374,zhou2017_mask
cg03183745,zhou2017_mask
cg03184964,zhou2017_mask
cg03185726,zhou2017_mask
cg03185975,zhou2017_mask
cg03186011,zhou2017_mask
cg03186228,zhou2017_mask
cg03187777,zhou2017_mask
cg03187934,zhou2017_mask
cg03188080,zhou2017_mask
cg03188382,zhou2017_mask
cg03189227,zhou2017_mask
cg03189593,zhou2017_mask
cg03190099,zhou2017_mask
cg03191860,zhou2017_mask
cg03195031,zhou2017_mask
cg03195665,zhou2017_mask
cg03195732,zhou2017_mask
cg03196151,zhou2017_mask
cg03198176,zhou2017_mask
cg03198186,zhou2017_mask
cg03198368,zhou2017_mask
cg03198895,zhou2017_mask
cg03199604,zhou2017_mask
cg03199955,zhou2017_mask
cg03199983,zhou2017_mask
cg03200693,zhou2017_mask
cg03202402,zhou2017_mask
cg03202847,zhou2017_mask
cg03203294,zhou2017_mask
cg03204220,zhou2017_mask
cg03205053,zhou2017_mask
cg03206401,zhou2017_mask
cg03206476,zhou2017_mask
cg03207536,zhou2017_mask
cg03208024,zhou2017_mask
cg03209459,zhou2017_mask
cg03209530,zhou2017_mask
cg03210218,zhou2017_mask
cg03211199,zhou2017_mask
cg03211843,zhou2017_mask
cg03211936,zhou2017_mask
cg03213877,zhou2017_mask
cg03214931,zhou2017_mask
cg03215942,zhou2017_mask
cg03216302,zhou2017_mask
cg03216917,zhou2017_mask
cg03217800,zhou2017_mask
cg03217915,zhou2017_mask
cg03218029,zhou2017_mask
cg03219331,zhou2017_mask
cg03221539,zhou2017_mask
cg03221619,zhou2017_mask
cg03221792,zhou2017_mask
cg03222430,zhou2017_mask
cg03224459,zhou2017_mask
cg03224792,zhou2017_mask
cg03225520,zhou2017_mask
cg03225546,zhou2017_mask
cg03226121,zhou2017_mask
cg03227203,zhou2017_mask
cg03227437,zhou2017_mask
cg03227505,zhou2017_mask
cg03228325,zhou2017_mask
cg03228385,zhou2017_mask
cg03229242,zhou2017_mask
cg03230579,zhou2017_mask
cg03231240,zhou2017_mask
cg03231437,zhou2017_mask
cg03233087,zhou2017_mask
cg03233224,zhou2017_mask
cg03233295,zhou2017_mask
cg03236118,zhou2017_mask
cg03238019,zhou2017_mask
cg03238340,zhou2017_mask
cg03242238,zhou2017_mask
cg03242668,zhou2017_mask
cg03243683,zhou2017_mask
cg03245111,zhou2017_mask
cg03246590,zhou2017_mask
cg03249591,zhou2017_mask
cg03249993,zhou2017_mask
cg03252039,zhou2017_mask
cg03252697,zhou2017_mask
cg03253268,zhou2017_mask
cg03254451,zhou2017_mask
cg03255417,zhou2017_mask
cg03255630,zhou2017_mask
cg03255678,zhou2017_mask
cg03255847,zhou2017_mask
cg03257423,zhou2017_mask
cg03258272,zhou2017_mask
cg03258279,zhou2017_mask
cg03258364,zhou2017_mask
cg03258577,zhou2017_mask
cg03259038,zhou2017_mask
cg03259207,zhou2017_mask
cg03259234,zhou2017_mask
cg03260259,zhou2017_mask
cg03260574,zhou2017_mask
cg03261528,zhou2017_mask
cg03262260,zhou2017_mask
cg03263237,zhou2017_mask
cg03263247,zhou2017_mask
cg03265579,zhou2017_mask
cg03266123,zhou2017_mask
cg03266200,zhou2017_mask
cg03267151,zhou2017_mask
cg03267557,zhou2017_mask
cg03271510,zhou2017_mask
cg03272020,zhou2017_mask
cg03272958,zhou2017_mask
cg03275895,zhou2017_mask
cg03275946,zhou2017_mask
cg03278407,zhou2017_mask
cg03278564,zhou2017_mask
cg03278795,zhou2017_mask
cg03279185,zhou2017_mask
cg03280063,zhou2017_mask
cg03280523,zhou2017_mask
cg03280759,zhou2017_mask
cg03281229,zhou2017_mask
cg03281705,zhou2017_mask
cg03282085,zhou2017_mask
cg03282153,zhou2017_mask
cg03282689,zhou2017_mask
cg03283464,zhou2017_mask
cg03283929,zhou2017_mask
cg03285130,zhou2017_mask
cg03287929,zhou2017_mask
cg03288299,zhou2017_mask
cg03288512,zhou2017_mask
cg03289750,zhou2017_mask
cg03289801,zhou2017_mask
cg03289899,zhou2017_mask
cg03290511,zhou2017_mask
cg03291865,zhou2017_mask
cg03292040,zhou2017_mask
cg03294557,zhou2017_mask
cg03295956,zhou2017_mask
cg03298015,zhou2017_mask
cg03298402,zhou2017_mask
cg03299531,zhou2017_mask
cg03300099,zhou2017_mask
cg03300268,zhou2017_mask
cg03300898,zhou2017_mask
cg03301934,zhou2017_mask
cg03301976,zhou2017_mask
cg03302287,zhou2017_mask
cg03302811,zhou2017_mask
cg03304017,zhou2017_mask
cg03307717,zhou2017_mask
cg03308240,zhou2017_mask
cg03308621,zhou2017_mask
cg03308881,zhou2017_mask
cg03309545,zhou2017_mask
cg03310046,zhou2017_mask
cg03310517,zhou2017_mask
cg03310939,zhou2017_mask
cg03311682,zhou2017_mask
cg03311789,zhou2017_mask
cg03313070,zhou2017_mask
cg03313643,zhou2017_mask
cg03315270,zhou2017_mask
cg03316107,zhou2017_mask
cg03316313,zhou2017_mask
cg03318082,zhou2017_mask
cg03318222,zhou2017_mask
cg03318227,zhou2017_mask
cg03318654,zhou2017_mask
cg03320607,zhou2017_mask
cg03320844,zhou2017_mask
cg03322173,zhou2017_mask
cg03323020,zhou2017_mask
cg03323695,zhou2017_mask
cg03323816,zhou2017_mask
cg03324884,zhou2017_mask
cg03325702,zhou2017_mask
cg03328265,zhou2017_mask
cg03328961,zhou2017_mask
cg03329052,zhou2017_mask
cg03329408,zhou2017_mask
cg03330071,zhou2017_mask
cg03330168,zhou2017_mask
cg03330259,zhou2017_mask
cg03331224,zhou2017_mask
cg03332581,zhou2017_mask
cg03333727,zhou2017_mask
cg03335262,zhou2017_mask
cg03335386,zhou2017_mask
cg03336504,zhou2017_mask
cg03337035,zhou2017_mask
cg03337197,zhou2017_mask
cg03338691,zhou2017_mask
cg03339790,zhou2017_mask
cg03340318,zhou2017_mask
cg03341025,zhou2017_mask
cg03342149,zhou2017_mask
cg03342174,zhou2017_mask
cg03342862,zhou2017_mask
cg03344283,zhou2017_mask
cg03344484,zhou2017_mask
cg03344490,zhou2017_mask
cg03344608,zhou2017_mask
cg03344806,zhou2017_mask
cg03345757,zhou2017_mask
cg03346025,zhou2017_mask
cg03346191,zhou2017_mask
cg03347215,zhou2017_mask
cg03347306,zhou2017_mask
cg03347381,zhou2017_mask
cg03347927,zhou2017_mask
cg03348055,zhou2017_mask
cg03348902,zhou2017_mask
cg03349905,zhou2017_mask
cg03350017,zhou2017_mask
cg03352907,zhou2017_mask
cg03353040,zhou2017_mask
cg03353863,zhou2017_mask
cg03353889,zhou2017_mask
cg03355241,zhou2017_mask
cg03356806,zhou2017_mask
cg03359043,zhou2017_mask
cg03360030,zhou2017_mask
cg03360519,zhou2017_mask
cg03361274,zhou2017_mask
cg03361297,zhou2017_mask
cg03361548,zhou2017_mask
cg03361633,zhou2017_mask
cg03363834,zhou2017_mask
cg03364150,zhou2017_mask
cg03366073,zhou2017_mask
cg03367349,zhou2017_mask
cg03370975,zhou2017_mask
cg03371014,zhou2017_mask
cg03371226,zhou2017_mask
cg03371833,zhou2017_mask
cg03372353,zhou2017_mask
cg03373132,zhou2017_mask
cg03373895,zhou2017_mask
cg03374552,zhou2017_mask
cg03374865,zhou2017_mask
cg03375913,zhou2017_mask
cg03376497,zhou2017_mask
cg03380347,zhou2017_mask
cg03381367,zhou2017_mask
cg03383789,zhou2017_mask
cg03384154,zhou2017_mask
cg03384892,zhou2017_mask
cg03385000,zhou2017_mask
cg03385918,zhou2017_mask
cg03387550,zhou2017_mask
cg03388431,zhou2017_mask
cg03388440,zhou2017_mask
cg03388569,zhou2017_mask
cg03388667,zhou2017_mask
cg03389650,zhou2017_mask
cg03390760,zhou2017_mask
cg03391642,zhou2017_mask
cg03391911,zhou2017_mask
cg03393267,zhou2017_mask
cg03393472,zhou2017_mask
cg03395495,zhou2017_mask
cg03396325,zhou2017_mask
cg03397819,zhou2017_mask
cg03398474,zhou2017_mask
cg03398596,zhou2017_mask
cg03398666,zhou2017_mask
cg03399898,zhou2017_mask
cg03399963,zhou2017_mask
cg03400264,zhou2017_mask
cg03400403,zhou2017_mask
cg03400512,zhou2017_mask
cg03400583,zhou2017_mask
cg03401114,zhou2017_mask
cg03401379,zhou2017_mask
cg03401662,zhou2017_mask
cg03402369,zhou2017_mask
cg03402384,zhou2017_mask
cg03403440,zhou2017_mask
cg03403963,zhou2017_mask
cg03404572,zhou2017_mask
cg03406925,zhou2017_mask
cg03407446,zhou2017_mask
cg03407828,zhou2017_mask
cg03407889,zhou2017_mask
cg03409338,zhou2017_mask
cg03410097,zhou2017_mask
cg03410272,zhou2017_mask
cg03410407,zhou2017_mask
cg03413073,zhou2017_mask
cg03413134,zhou2017_mask
cg03415216,zhou2017_mask
cg03417697,zhou2017_mask
cg03418095,zhou2017_mask
cg03418097,zhou2017_mask
cg03418136,zhou2017_mask
cg03418237,zhou2017_mask
cg03418713,zhou2017_mask
cg03419320,zhou2017_mask
cg03420881,zhou2017_mask
cg03422107,zhou2017_mask
cg03422213,zhou2017_mask
cg03423935,zhou2017_mask
cg03424505,zhou2017_mask
cg03425504,zhou2017_mask
cg03425700,zhou2017_mask
cg03426342,zhou2017_mask
cg03426413,zhou2017_mask
cg03426470,zhou2017_mask
cg03426759,zhou2017_mask
cg03427771,zhou2017_mask
cg03427841,zhou2017_mask
cg03428279,zhou2017_mask
cg03428614,zhou2017_mask
cg03428951,zhou2017_mask
cg03429255,zhou2017_mask
cg03431489,zhou2017_mask
cg03432151,zhou2017_mask
cg03433597,zhou2017_mask
cg03435229,zhou2017_mask
cg03439105,zhou2017_mask
cg03439264,zhou2017_mask
cg03439587,zhou2017_mask
cg03439646,zhou2017_mask
cg03439898,zhou2017_mask
cg03440127,zhou2017_mask
cg03440221,zhou2017_mask
cg03440535,zhou2017_mask
cg03440891,zhou2017_mask
cg03441539,zhou2017_mask
cg03442103,zhou2017_mask
cg03442863,zhou2017_mask
cg03443143,zhou2017_mask
cg03444687,zhou2017_mask
cg03445316,zhou2017_mask
cg03445384,zhou2017_mask
cg03445527,zhou2017_mask
cg03448548,zhou2017_mask
cg03448626,zhou2017_mask
cg03450794,zhou2017_mask
cg03451108,zhou2017_mask
cg03452623,zhou2017_mask
cg03453333,zhou2017_mask
cg03454364,zhou2017_mask
cg03455418,zhou2017_mask
cg03457062,zhou2017_mask
cg03457344,zhou2017_mask
cg03457345,zhou2017_mask
cg03460997,zhou2017_mask
cg03461361,zhou2017_mask
cg03462714,zhou2017_mask
cg03463073,zhou2017_mask
cg03464132,zhou2017_mask
cg03464136,zhou2017_mask
cg03464473,zhou2017_mask
cg03465179,zhou2017_mask
cg03466066,zhou2017_mask
cg03466123,zhou2017_mask
cg03466598,zhou2017_mask
cg03467079,zhou2017_mask
cg03468290,zhou2017_mask
cg03468397,zhou2017_mask
cg03468468,zhou2017_mask
cg03471977,zhou2017_mask
cg03472514,zhou2017_mask
cg03472672,zhou2017_mask
cg03473993,zhou2017_mask
cg03474461,zhou2017_mask
cg03474577,zhou2017_mask
cg03474742,zhou2017_mask
cg03474941,zhou2017_mask
cg03475491,zhou2017_mask
cg03475788,zhou2017_mask
cg03476434,zhou2017_mask
cg03477302,zhou2017_mask
cg03477506,zhou2017_mask
cg03479491,zhou2017_mask
cg03481658,zhou2017_mask
cg03482717,zhou2017_mask
cg03482987,zhou2017_mask
cg03483046,zhou2017_mask
cg03484717,zhou2017_mask
cg03485809,zhou2017_mask
cg03486669,zhou2017_mask
cg03487064,zhou2017_mask
cg03487611,zhou2017_mask
cg03488097,zhou2017_mask
cg03488113,zhou2017_mask
cg03489642,zhou2017_mask
cg03490448,zhou2017_mask
cg03490923,zhou2017_mask
cg03492641,zhou2017_mask
cg03493030,zhou2017_mask
cg03493505,zhou2017_mask
cg03494430,zhou2017_mask
cg03494828,zhou2017_mask
cg03497133,zhou2017_mask
cg03497872,zhou2017_mask
cg03499016,zhou2017_mask
cg03499257,zhou2017_mask
cg03500585,zhou2017_mask
cg03500977,zhou2017_mask
cg03501204,zhou2017_mask
cg03501232,zhou2017_mask
cg03503122,zhou2017_mask
cg03505772,zhou2017_mask
cg03506428,zhou2017_mask
cg03508348,zhou2017_mask
cg03509467,zhou2017_mask
cg03511173,zhou2017_mask
cg03511766,zhou2017_mask
cg03512577,zhou2017_mask
cg03513482,zhou2017_mask
cg03515067,zhou2017_mask
cg03515482,zhou2017_mask
cg03515816,zhou2017_mask
cg03515901,zhou2017_mask
cg03516394,zhou2017_mask
cg03516636,zhou2017_mask
cg03516663,zhou2017_mask
cg03518772,zhou2017_mask
cg03519138,zhou2017_mask
cg03519441,zhou2017_mask
cg03521775,zhou2017_mask
cg03522020,zhou2017_mask
cg03522837,zhou2017_mask
cg03523435,zhou2017_mask
cg03523522,zhou2017_mask
cg03523524,zhou2017_mask
cg03524625,zhou2017_mask
cg03524848,zhou2017_mask
cg03524996,zhou2017_mask
cg03525266,zhou2017_mask
cg03525847,zhou2017_mask
cg03525852,zhou2017_mask
cg03526614,zhou2017_mask
cg03528016,zhou2017_mask
cg03529195,zhou2017_mask
cg03529641,zhou2017_mask
cg03530721,zhou2017_mask
cg03531177,zhou2017_mask
cg03532005,zhou2017_mask
cg03533051,zhou2017_mask
cg03533091,zhou2017_mask
cg03533151,zhou2017_mask
cg03533702,zhou2017_mask
cg03533881,zhou2017_mask
cg03534008,zhou2017_mask
cg03534542,zhou2017_mask
cg03534635,zhou2017_mask
cg03534746,zhou2017_mask
cg03535417,zhou2017_mask
cg03536465,zhou2017_mask
cg03536686,zhou2017_mask
cg03538221,zhou2017_mask
cg03538275,zhou2017_mask
cg03539267,zhou2017_mask
cg03539747,zhou2017_mask
cg03541864,zhou2017_mask
cg03542754,zhou2017_mask
cg03542788,zhou2017_mask
cg03543533,zhou2017_mask
cg03544399,zhou2017_mask
cg03548085,zhou2017_mask
cg03550544,zhou2017_mask
cg03552472,zhou2017_mask
cg03552804,zhou2017_mask
cg03553824,zhou2017_mask
cg03554431,zhou2017_mask
cg03554660,zhou2017_mask
cg03554878,zhou2017_mask
cg03555190,zhou2017_mask
cg03555487,zhou2017_mask
cg03555811,zhou2017_mask
cg03556366,zhou2017_mask
cg03558269,zhou2017_mask
cg03559229,zhou2017_mask
cg03560861,zhou2017_mask
cg03562791,zhou2017_mask
cg03563307,zhou2017_mask
cg03564497,zhou2017_mask
cg03566291,zhou2017_mask
cg03567151,zhou2017_mask
cg03567814,zhou2017_mask
cg03568622,zhou2017_mask
cg03569351,zhou2017_mask
cg03570668,zhou2017_mask
cg03570943,zhou2017_mask
cg03571344,zhou2017_mask
cg03572700,zhou2017_mask
cg03573109,zhou2017_mask
cg03574712,zhou2017_mask
cg03575380,zhou2017_mask
cg03575489,zhou2017_mask
cg03576716,zhou2017_mask
cg03579551,zhou2017_mask
cg03579885,zhou2017_mask
cg03580759,zhou2017_mask
cg03584182,zhou2017_mask
cg03585447,zhou2017_mask
cg03586127,zhou2017_mask
cg03588460,zhou2017_mask
cg03588707,zhou2017_mask
cg03590418,zhou2017_mask
cg03592166,zhou2017_mask
cg03592353,zhou2017_mask
cg03593791,zhou2017_mask
cg03593833,zhou2017_mask
cg03593908,zhou2017_mask
cg03594447,zhou2017_mask
cg03597463,zhou2017_mask
cg03597525,zhou2017_mask
cg03598122,zhou2017_mask
cg03598287,zhou2017_mask
cg03598384,zhou2017_mask
cg03598498,zhou2017_mask
cg03600552,zhou2017_mask
cg03601368,zhou2017_mask
cg03601952,zhou2017_mask
cg03602215,zhou2017_mask
cg03603114,zhou2017_mask
cg03603296,zhou2017_mask
cg03605117,zhou2017_mask
cg03606093,zhou2017_mask
cg03606214,zhou2017_mask
cg03606333,zhou2017_mask
cg03607071,zhou2017_mask
cg03607170,zhou2017_mask
cg03607327,zhou2017_mask
cg03607916,zhou2017_mask
cg03608458,zhou2017_mask
cg03608712,zhou2017_mask
cg03609398,zhou2017_mask
cg03610323,zhou2017_mask
cg03611347,zhou2017_mask
cg03611536,zhou2017_mask
cg03611733,zhou2017_mask
cg03612017,zhou2017_mask
cg03612452,zhou2017_mask
cg03612683,zhou2017_mask
cg03612700,zhou2017_mask
cg03614442,zhou2017_mask
cg03615605,zhou2017_mask
cg03616559,zhou2017_mask
cg03616573,zhou2017_mask
cg03617389,zhou2017_mask
cg03618598,zhou2017_mask
cg03619051,zhou2017_mask
cg03620559,zhou2017_mask
cg03620600,zhou2017_mask
cg03621799,zhou2017_mask
cg03622199,zhou2017_mask
cg03622592,zhou2017_mask
cg03623837,zhou2017_mask
cg03625762,zhou2017_mask
cg03626220,zhou2017_mask
cg03627309,zhou2017_mask
cg03628349,zhou2017_mask
cg03628374,zhou2017_mask
cg03628897,zhou2017_mask
cg03628959,zhou2017_mask
cg03631064,zhou2017_mask
cg03631223,zhou2017_mask
cg03631455,zhou2017_mask
cg03632289,zhou2017_mask
cg03632308,zhou2017_mask
cg03632935,zhou2017_mask
cg03633803,zhou2017_mask
cg03634234,zhou2017_mask
cg03634394,zhou2017_mask
cg03634397,zhou2017_mask
cg03635171,zhou2017_mask
cg03636916,zhou2017_mask
cg03636930,zhou2017_mask
cg03638211,zhou2017_mask
cg03638453,zhou2017_mask
cg03639572,zhou2017_mask
cg03640215,zhou2017_mask
cg03640293,zhou2017_mask
cg03640807,zhou2017_mask
cg03642446,zhou2017_mask
cg03644034,zhou2017_mask
cg03644750,zhou2017_mask
cg03645061,zhou2017_mask
cg03646297,zhou2017_mask
cg03646686,zhou2017_mask
cg03647317,zhou2017_mask
cg03647452,zhou2017_mask
cg03647899,zhou2017_mask
cg03648636,zhou2017_mask
cg03649030,zhou2017_mask
cg03649470,zhou2017_mask
cg03649606,zhou2017_mask
cg03650068,zhou2017_mask
cg03651973,zhou2017_mask
cg03652595,zhou2017_mask
cg03653377,zhou2017_mask
cg03653856,zhou2017_mask
cg03654106,zhou2017_mask
cg03655147,zhou2017_mask
cg03657549,zhou2017_mask
cg03658235,zhou2017_mask
cg03658699,zhou2017_mask
cg03659354,zhou2017_mask
cg03659851,zhou2017_mask
cg03659854,zhou2017_mask
cg03660606,zhou2017_mask
cg03661019,zhou2017_mask
cg03661752,zhou2017_mask
cg03661876,zhou2017_mask
cg03662217,zhou2017_mask
cg03662302,zhou2017_mask
cg03663072,zhou2017_mask
cg03663137,zhou2017_mask
